"gmtamesQSAR_ID","Strain","Endpoint","TrainValTest"
"gmtamesQSAR_0923","TA100","Negative","Train"
"gmtamesQSAR_0924","TA100","Negative","Train"
"gmtamesQSAR_0927","TA100","Positive","Train"
"gmtamesQSAR_0932","TA100","Negative","Train"
"gmtamesQSAR_0933","TA100","Positive","Train"
"gmtamesQSAR_0935","TA100","Negative","Train"
"gmtamesQSAR_0937","TA100","Negative","Train"
"gmtamesQSAR_0939","TA100","Negative","Train"
"gmtamesQSAR_0940","TA100","Negative","Train"
"gmtamesQSAR_0942","TA100","Negative","Train"
"gmtamesQSAR_0944","TA100","Negative","Train"
"gmtamesQSAR_0946","TA100","Negative","Train"
"gmtamesQSAR_0948","TA100","Negative","Train"
"gmtamesQSAR_0949","TA100","Positive","Train"
"gmtamesQSAR_0950","TA100","Negative","Train"
"gmtamesQSAR_0951","TA100","Negative","Train"
"gmtamesQSAR_0952","TA100","Negative","Train"
"gmtamesQSAR_0953","TA100","Negative","Train"
"gmtamesQSAR_0954","TA100","Negative","Train"
"gmtamesQSAR_0956","TA100","Positive","Train"
"gmtamesQSAR_0957","TA100","Negative","Train"
"gmtamesQSAR_0959","TA100","Negative","Train"
"gmtamesQSAR_0960","TA100","Negative","Train"
"gmtamesQSAR_0961","TA100","Negative","Train"
"gmtamesQSAR_0962","TA100","Negative","Train"
"gmtamesQSAR_0965","TA100","Negative","Train"
"gmtamesQSAR_0968","TA100","Negative","Train"
"gmtamesQSAR_0978","TA100","Negative","Train"
"gmtamesQSAR_0979","TA100","Negative","Train"
"gmtamesQSAR_0980","TA100","Negative","Train"
"gmtamesQSAR_0983","TA100","Negative","Train"
"gmtamesQSAR_0984","TA100","Positive","Train"
"gmtamesQSAR_0985","TA100","Positive","Train"
"gmtamesQSAR_0986","TA100","Negative","Train"
"gmtamesQSAR_0990","TA100","Positive","Train"
"gmtamesQSAR_0991","TA100","Negative","Train"
"gmtamesQSAR_0992","TA100","Negative","Train"
"gmtamesQSAR_0993","TA100","Negative","Train"
"gmtamesQSAR_0996","TA100","Negative","Train"
"gmtamesQSAR_0999","TA100","Negative","Train"
"gmtamesQSAR_1000","TA100","Negative","Train"
"gmtamesQSAR_1005","TA100","Negative","Train"
"gmtamesQSAR_1006","TA100","Negative","Train"
"gmtamesQSAR_1007","TA100","Negative","Train"
"gmtamesQSAR_1009","TA100","Negative","Train"
"gmtamesQSAR_1010","TA100","Negative","Train"
"gmtamesQSAR_1011","TA100","Negative","Train"
"gmtamesQSAR_1012","TA100","Negative","Train"
"gmtamesQSAR_1017","TA100","Negative","Train"
"gmtamesQSAR_1018","TA100","Negative","Train"
"gmtamesQSAR_1020","TA100","Negative","Train"
"gmtamesQSAR_1022","TA100","Positive","Train"
"gmtamesQSAR_1024","TA100","Negative","Train"
"gmtamesQSAR_1025","TA100","Negative","Train"
"gmtamesQSAR_1026","TA100","Negative","Train"
"gmtamesQSAR_1027","TA100","Negative","Train"
"gmtamesQSAR_1028","TA100","Negative","Train"
"gmtamesQSAR_1029","TA100","Negative","Train"
"gmtamesQSAR_1031","TA100","Negative","Train"
"gmtamesQSAR_1034","TA100","Positive","Train"
"gmtamesQSAR_1035","TA100","Negative","Train"
"gmtamesQSAR_1038","TA100","Positive","Train"
"gmtamesQSAR_1039","TA100","Negative","Train"
"gmtamesQSAR_1041","TA100","Negative","Train"
"gmtamesQSAR_1042","TA100","Positive","Train"
"gmtamesQSAR_1043","TA100","Negative","Train"
"gmtamesQSAR_1044","TA100","Negative","Train"
"gmtamesQSAR_1045","TA100","Negative","Train"
"gmtamesQSAR_1048","TA100","Negative","Train"
"gmtamesQSAR_1052","TA100","Negative","Train"
"gmtamesQSAR_1055","TA100","Negative","Train"
"gmtamesQSAR_1057","TA100","Negative","Train"
"gmtamesQSAR_1059","TA100","Positive","Train"
"gmtamesQSAR_1060","TA100","Negative","Train"
"gmtamesQSAR_1061","TA100","Negative","Train"
"gmtamesQSAR_1062","TA100","Negative","Train"
"gmtamesQSAR_1063","TA100","Positive","Train"
"gmtamesQSAR_1065","TA100","Negative","Train"
"gmtamesQSAR_1066","TA100","Positive","Train"
"gmtamesQSAR_1069","TA100","Negative","Train"
"gmtamesQSAR_1072","TA100","Negative","Train"
"gmtamesQSAR_1075","TA100","Negative","Train"
"gmtamesQSAR_1079","TA100","Negative","Train"
"gmtamesQSAR_1081","TA100","Positive","Train"
"gmtamesQSAR_1083","TA100","Positive","Train"
"gmtamesQSAR_1084","TA100","Negative","Train"
"gmtamesQSAR_1086","TA100","Positive","Train"
"gmtamesQSAR_1087","TA100","Positive","Train"
"gmtamesQSAR_1088","TA100","Negative","Train"
"gmtamesQSAR_1089","TA100","Negative","Train"
"gmtamesQSAR_1092","TA100","Negative","Train"
"gmtamesQSAR_1093","TA100","Negative","Train"
"gmtamesQSAR_1095","TA100","Negative","Train"
"gmtamesQSAR_1099","TA100","Positive","Train"
"gmtamesQSAR_1101","TA100","Negative","Train"
"gmtamesQSAR_1102","TA100","Negative","Train"
"gmtamesQSAR_1104","TA100","Positive","Train"
"gmtamesQSAR_1106","TA100","Negative","Train"
"gmtamesQSAR_1107","TA100","Negative","Train"
"gmtamesQSAR_1110","TA100","Negative","Train"
"gmtamesQSAR_1112","TA100","Positive","Train"
"gmtamesQSAR_1115","TA100","Negative","Train"
"gmtamesQSAR_1116","TA100","Negative","Train"
"gmtamesQSAR_1117","TA100","Positive","Train"
"gmtamesQSAR_1118","TA100","Negative","Train"
"gmtamesQSAR_1119","TA100","Negative","Train"
"gmtamesQSAR_1120","TA100","Positive","Train"
"gmtamesQSAR_1123","TA100","Positive","Train"
"gmtamesQSAR_1124","TA100","Negative","Train"
"gmtamesQSAR_1125","TA100","Negative","Train"
"gmtamesQSAR_1126","TA100","Negative","Train"
"gmtamesQSAR_1128","TA100","Negative","Train"
"gmtamesQSAR_1132","TA100","Negative","Train"
"gmtamesQSAR_1136","TA100","Negative","Train"
"gmtamesQSAR_1137","TA100","Negative","Train"
"gmtamesQSAR_1139","TA100","Positive","Train"
"gmtamesQSAR_1144","TA100","Negative","Train"
"gmtamesQSAR_1145","TA100","Negative","Train"
"gmtamesQSAR_1146","TA100","Negative","Train"
"gmtamesQSAR_1148","TA100","Positive","Train"
"gmtamesQSAR_1151","TA100","Negative","Train"
"gmtamesQSAR_1152","TA100","Negative","Train"
"gmtamesQSAR_1155","TA100","Negative","Train"
"gmtamesQSAR_1157","TA100","Negative","Train"
"gmtamesQSAR_1159","TA100","Negative","Train"
"gmtamesQSAR_1160","TA100","Negative","Train"
"gmtamesQSAR_1162","TA100","Negative","Train"
"gmtamesQSAR_1163","TA100","Negative","Train"
"gmtamesQSAR_1165","TA100","Positive","Train"
"gmtamesQSAR_1166","TA100","Negative","Train"
"gmtamesQSAR_1167","TA100","Negative","Train"
"gmtamesQSAR_1168","TA100","Negative","Train"
"gmtamesQSAR_1169","TA100","Positive","Train"
"gmtamesQSAR_1172","TA100","Negative","Train"
"gmtamesQSAR_1175","TA100","Negative","Train"
"gmtamesQSAR_1176","TA100","Negative","Train"
"gmtamesQSAR_1177","TA100","Negative","Train"
"gmtamesQSAR_1181","TA100","Negative","Train"
"gmtamesQSAR_1183","TA100","Negative","Train"
"gmtamesQSAR_1185","TA100","Negative","Train"
"gmtamesQSAR_1186","TA100","Negative","Train"
"gmtamesQSAR_1188","TA100","Positive","Train"
"gmtamesQSAR_1189","TA100","Negative","Train"
"gmtamesQSAR_1192","TA100","Negative","Train"
"gmtamesQSAR_1196","TA100","Negative","Train"
"gmtamesQSAR_1198","TA100","Negative","Train"
"gmtamesQSAR_1199","TA100","Negative","Train"
"gmtamesQSAR_1200","TA100","Negative","Train"
"gmtamesQSAR_1204","TA100","Negative","Train"
"gmtamesQSAR_1205","TA100","Negative","Train"
"gmtamesQSAR_1206","TA100","Negative","Train"
"gmtamesQSAR_1207","TA100","Negative","Train"
"gmtamesQSAR_1213","TA100","Negative","Train"
"gmtamesQSAR_1214","TA100","Positive","Train"
"gmtamesQSAR_1215","TA100","Positive","Train"
"gmtamesQSAR_1216","TA100","Negative","Train"
"gmtamesQSAR_1218","TA100","Negative","Train"
"gmtamesQSAR_1220","TA100","Negative","Train"
"gmtamesQSAR_1221","TA100","Negative","Train"
"gmtamesQSAR_1223","TA100","Negative","Train"
"gmtamesQSAR_1224","TA100","Negative","Train"
"gmtamesQSAR_1225","TA100","Positive","Train"
"gmtamesQSAR_1227","TA100","Positive","Train"
"gmtamesQSAR_1228","TA100","Negative","Train"
"gmtamesQSAR_1229","TA100","Negative","Train"
"gmtamesQSAR_1230","TA100","Negative","Train"
"gmtamesQSAR_1231","TA100","Negative","Train"
"gmtamesQSAR_1232","TA100","Negative","Train"
"gmtamesQSAR_1233","TA100","Positive","Train"
"gmtamesQSAR_1234","TA100","Negative","Train"
"gmtamesQSAR_1238","TA100","Negative","Train"
"gmtamesQSAR_1239","TA100","Positive","Train"
"gmtamesQSAR_1241","TA100","Positive","Train"
"gmtamesQSAR_1243","TA100","Positive","Train"
"gmtamesQSAR_1245","TA100","Negative","Train"
"gmtamesQSAR_1247","TA100","Negative","Train"
"gmtamesQSAR_1248","TA100","Negative","Train"
"gmtamesQSAR_1250","TA100","Negative","Train"
"gmtamesQSAR_1252","TA100","Negative","Train"
"gmtamesQSAR_1254","TA100","Positive","Train"
"gmtamesQSAR_1256","TA100","Negative","Train"
"gmtamesQSAR_1257","TA100","Negative","Train"
"gmtamesQSAR_1259","TA100","Negative","Train"
"gmtamesQSAR_1261","TA100","Negative","Train"
"gmtamesQSAR_1264","TA100","Negative","Train"
"gmtamesQSAR_1265","TA100","Negative","Train"
"gmtamesQSAR_1267","TA100","Positive","Train"
"gmtamesQSAR_1268","TA100","Positive","Train"
"gmtamesQSAR_1269","TA100","Negative","Train"
"gmtamesQSAR_1271","TA100","Negative","Train"
"gmtamesQSAR_1272","TA100","Positive","Train"
"gmtamesQSAR_1273","TA100","Negative","Train"
"gmtamesQSAR_1274","TA100","Negative","Train"
"gmtamesQSAR_1276","TA100","Negative","Train"
"gmtamesQSAR_1278","TA100","Positive","Train"
"gmtamesQSAR_1279","TA100","Negative","Train"
"gmtamesQSAR_1282","TA100","Negative","Train"
"gmtamesQSAR_1284","TA100","Negative","Train"
"gmtamesQSAR_1286","TA100","Negative","Train"
"gmtamesQSAR_1289","TA100","Negative","Train"
"gmtamesQSAR_1290","TA100","Negative","Train"
"gmtamesQSAR_1292","TA100","Positive","Train"
"gmtamesQSAR_1293","TA100","Positive","Train"
"gmtamesQSAR_1295","TA100","Negative","Train"
"gmtamesQSAR_1297","TA100","Negative","Train"
"gmtamesQSAR_1299","TA100","Negative","Train"
"gmtamesQSAR_1301","TA100","Negative","Train"
"gmtamesQSAR_1302","TA100","Negative","Train"
"gmtamesQSAR_1303","TA100","Negative","Train"
"gmtamesQSAR_1308","TA100","Positive","Train"
"gmtamesQSAR_1312","TA100","Negative","Train"
"gmtamesQSAR_1313","TA100","Negative","Train"
"gmtamesQSAR_1315","TA100","Negative","Train"
"gmtamesQSAR_1317","TA100","Negative","Train"
"gmtamesQSAR_1319","TA100","Positive","Train"
"gmtamesQSAR_1320","TA100","Negative","Train"
"gmtamesQSAR_1322","TA100","Negative","Train"
"gmtamesQSAR_1324","TA100","Negative","Train"
"gmtamesQSAR_1325","TA100","Positive","Train"
"gmtamesQSAR_1326","TA100","Negative","Train"
"gmtamesQSAR_1327","TA100","Negative","Train"
"gmtamesQSAR_1329","TA100","Negative","Train"
"gmtamesQSAR_1331","TA100","Negative","Train"
"gmtamesQSAR_1332","TA100","Negative","Train"
"gmtamesQSAR_1333","TA100","Negative","Train"
"gmtamesQSAR_1338","TA100","Negative","Train"
"gmtamesQSAR_1339","TA100","Negative","Train"
"gmtamesQSAR_1340","TA100","Negative","Train"
"gmtamesQSAR_1341","TA100","Negative","Train"
"gmtamesQSAR_1342","TA100","Negative","Train"
"gmtamesQSAR_1343","TA100","Positive","Train"
"gmtamesQSAR_1345","TA100","Negative","Train"
"gmtamesQSAR_1346","TA100","Negative","Train"
"gmtamesQSAR_1347","TA100","Positive","Train"
"gmtamesQSAR_1349","TA100","Negative","Train"
"gmtamesQSAR_1351","TA100","Negative","Train"
"gmtamesQSAR_1352","TA100","Negative","Train"
"gmtamesQSAR_1353","TA100","Negative","Train"
"gmtamesQSAR_1354","TA100","Negative","Train"
"gmtamesQSAR_1356","TA100","Positive","Train"
"gmtamesQSAR_1357","TA100","Positive","Train"
"gmtamesQSAR_1359","TA100","Negative","Train"
"gmtamesQSAR_1360","TA100","Negative","Train"
"gmtamesQSAR_1361","TA100","Positive","Train"
"gmtamesQSAR_1363","TA100","Negative","Train"
"gmtamesQSAR_1364","TA100","Positive","Train"
"gmtamesQSAR_1367","TA100","Negative","Train"
"gmtamesQSAR_1368","TA100","Negative","Train"
"gmtamesQSAR_1370","TA100","Negative","Train"
"gmtamesQSAR_1372","TA100","Negative","Train"
"gmtamesQSAR_1374","TA100","Negative","Train"
"gmtamesQSAR_1376","TA100","Negative","Train"
"gmtamesQSAR_1377","TA100","Negative","Train"
"gmtamesQSAR_1378","TA100","Positive","Train"
"gmtamesQSAR_1379","TA100","Negative","Train"
"gmtamesQSAR_1381","TA100","Positive","Train"
"gmtamesQSAR_1383","TA100","Negative","Train"
"gmtamesQSAR_1386","TA100","Positive","Train"
"gmtamesQSAR_1388","TA100","Positive","Train"
"gmtamesQSAR_1390","TA100","Positive","Train"
"gmtamesQSAR_1391","TA100","Positive","Train"
"gmtamesQSAR_1392","TA100","Positive","Train"
"gmtamesQSAR_1394","TA100","Negative","Train"
"gmtamesQSAR_1395","TA100","Negative","Train"
"gmtamesQSAR_1396","TA100","Negative","Train"
"gmtamesQSAR_1398","TA100","Negative","Train"
"gmtamesQSAR_1399","TA100","Negative","Train"
"gmtamesQSAR_1400","TA100","Negative","Train"
"gmtamesQSAR_1401","TA100","Positive","Train"
"gmtamesQSAR_1403","TA100","Negative","Train"
"gmtamesQSAR_1407","TA100","Negative","Train"
"gmtamesQSAR_1408","TA100","Negative","Train"
"gmtamesQSAR_1410","TA100","Negative","Train"
"gmtamesQSAR_1411","TA100","Negative","Train"
"gmtamesQSAR_1412","TA100","Negative","Train"
"gmtamesQSAR_1413","TA100","Positive","Train"
"gmtamesQSAR_1414","TA100","Negative","Train"
"gmtamesQSAR_1416","TA100","Positive","Train"
"gmtamesQSAR_1417","TA100","Positive","Train"
"gmtamesQSAR_1418","TA100","Negative","Train"
"gmtamesQSAR_1421","TA100","Positive","Train"
"gmtamesQSAR_1423","TA100","Positive","Train"
"gmtamesQSAR_1424","TA100","Positive","Train"
"gmtamesQSAR_1426","TA100","Negative","Train"
"gmtamesQSAR_1428","TA100","Negative","Train"
"gmtamesQSAR_1430","TA100","Negative","Train"
"gmtamesQSAR_1431","TA100","Negative","Train"
"gmtamesQSAR_1433","TA100","Negative","Train"
"gmtamesQSAR_1434","TA100","Negative","Train"
"gmtamesQSAR_1436","TA100","Positive","Train"
"gmtamesQSAR_1437","TA100","Negative","Train"
"gmtamesQSAR_1439","TA100","Negative","Train"
"gmtamesQSAR_1441","TA100","Negative","Train"
"gmtamesQSAR_1446","TA100","Negative","Train"
"gmtamesQSAR_1447","TA100","Positive","Train"
"gmtamesQSAR_1449","TA100","Positive","Train"
"gmtamesQSAR_1451","TA100","Negative","Train"
"gmtamesQSAR_1452","TA100","Negative","Train"
"gmtamesQSAR_1454","TA100","Positive","Train"
"gmtamesQSAR_1455","TA100","Negative","Train"
"gmtamesQSAR_1457","TA100","Positive","Train"
"gmtamesQSAR_1459","TA100","Positive","Train"
"gmtamesQSAR_1460","TA100","Positive","Train"
"gmtamesQSAR_1461","TA100","Positive","Train"
"gmtamesQSAR_1462","TA100","Negative","Train"
"gmtamesQSAR_1466","TA100","Negative","Train"
"gmtamesQSAR_1467","TA100","Negative","Train"
"gmtamesQSAR_1468","TA100","Negative","Train"
"gmtamesQSAR_1471","TA100","Positive","Train"
"gmtamesQSAR_1472","TA100","Negative","Train"
"gmtamesQSAR_1473","TA100","Positive","Train"
"gmtamesQSAR_1474","TA100","Negative","Train"
"gmtamesQSAR_1476","TA100","Negative","Train"
"gmtamesQSAR_1477","TA100","Positive","Train"
"gmtamesQSAR_1478","TA100","Negative","Train"
"gmtamesQSAR_1479","TA100","Negative","Train"
"gmtamesQSAR_1480","TA100","Negative","Train"
"gmtamesQSAR_1485","TA100","Positive","Train"
"gmtamesQSAR_1486","TA100","Positive","Train"
"gmtamesQSAR_1488","TA100","Negative","Train"
"gmtamesQSAR_1489","TA100","Positive","Train"
"gmtamesQSAR_1491","TA100","Negative","Train"
"gmtamesQSAR_1493","TA100","Negative","Train"
"gmtamesQSAR_1494","TA100","Positive","Train"
"gmtamesQSAR_1496","TA100","Negative","Train"
"gmtamesQSAR_1498","TA100","Negative","Train"
"gmtamesQSAR_1499","TA100","Positive","Train"
"gmtamesQSAR_1501","TA100","Positive","Train"
"gmtamesQSAR_1502","TA100","Positive","Train"
"gmtamesQSAR_1503","TA100","Negative","Train"
"gmtamesQSAR_1507","TA100","Negative","Train"
"gmtamesQSAR_1508","TA100","Negative","Train"
"gmtamesQSAR_1512","TA100","Negative","Train"
"gmtamesQSAR_1513","TA100","Negative","Train"
"gmtamesQSAR_1517","TA100","Negative","Train"
"gmtamesQSAR_1518","TA100","Negative","Train"
"gmtamesQSAR_1520","TA100","Negative","Train"
"gmtamesQSAR_1523","TA100","Positive","Train"
"gmtamesQSAR_1524","TA100","Negative","Train"
"gmtamesQSAR_1527","TA100","Negative","Train"
"gmtamesQSAR_1528","TA100","Negative","Train"
"gmtamesQSAR_1530","TA100","Negative","Train"
"gmtamesQSAR_1531","TA100","Negative","Train"
"gmtamesQSAR_1532","TA100","Positive","Train"
"gmtamesQSAR_1533","TA100","Negative","Train"
"gmtamesQSAR_1535","TA100","Negative","Train"
"gmtamesQSAR_1536","TA100","Negative","Train"
"gmtamesQSAR_1538","TA100","Negative","Train"
"gmtamesQSAR_1539","TA100","Negative","Train"
"gmtamesQSAR_1542","TA100","Negative","Train"
"gmtamesQSAR_1543","TA100","Negative","Train"
"gmtamesQSAR_1544","TA100","Negative","Train"
"gmtamesQSAR_1545","TA100","Negative","Train"
"gmtamesQSAR_1546","TA100","Positive","Train"
"gmtamesQSAR_1549","TA100","Negative","Train"
"gmtamesQSAR_1550","TA100","Negative","Train"
"gmtamesQSAR_1551","TA100","Negative","Train"
"gmtamesQSAR_1552","TA100","Negative","Train"
"gmtamesQSAR_1553","TA100","Positive","Train"
"gmtamesQSAR_1555","TA100","Negative","Train"
"gmtamesQSAR_1556","TA100","Negative","Train"
"gmtamesQSAR_1559","TA100","Negative","Train"
"gmtamesQSAR_1560","TA100","Negative","Train"
"gmtamesQSAR_1561","TA100","Negative","Train"
"gmtamesQSAR_1562","TA100","Positive","Train"
"gmtamesQSAR_1564","TA100","Negative","Train"
"gmtamesQSAR_1566","TA100","Negative","Train"
"gmtamesQSAR_1567","TA100","Positive","Train"
"gmtamesQSAR_1570","TA100","Negative","Train"
"gmtamesQSAR_1571","TA100","Negative","Train"
"gmtamesQSAR_1572","TA100","Negative","Train"
"gmtamesQSAR_1573","TA100","Positive","Train"
"gmtamesQSAR_1576","TA100","Negative","Train"
"gmtamesQSAR_1580","TA100","Positive","Train"
"gmtamesQSAR_1582","TA100","Negative","Train"
"gmtamesQSAR_1583","TA100","Positive","Train"
"gmtamesQSAR_1584","TA100","Negative","Train"
"gmtamesQSAR_1585","TA100","Negative","Train"
"gmtamesQSAR_1586","TA100","Negative","Train"
"gmtamesQSAR_1589","TA100","Positive","Train"
"gmtamesQSAR_1593","TA100","Negative","Train"
"gmtamesQSAR_1595","TA100","Positive","Train"
"gmtamesQSAR_1597","TA100","Negative","Train"
"gmtamesQSAR_1603","TA100","Negative","Train"
"gmtamesQSAR_1604","TA100","Negative","Train"
"gmtamesQSAR_1606","TA100","Negative","Train"
"gmtamesQSAR_1609","TA100","Negative","Train"
"gmtamesQSAR_1610","TA100","Negative","Train"
"gmtamesQSAR_1612","TA100","Negative","Train"
"gmtamesQSAR_1613","TA100","Positive","Train"
"gmtamesQSAR_1616","TA100","Negative","Train"
"gmtamesQSAR_1617","TA100","Positive","Train"
"gmtamesQSAR_1622","TA100","Negative","Train"
"gmtamesQSAR_1625","TA100","Positive","Train"
"gmtamesQSAR_1627","TA100","Negative","Train"
"gmtamesQSAR_1628","TA100","Negative","Train"
"gmtamesQSAR_1630","TA100","Negative","Train"
"gmtamesQSAR_1632","TA100","Negative","Train"
"gmtamesQSAR_1633","TA100","Positive","Train"
"gmtamesQSAR_1635","TA100","Negative","Train"
"gmtamesQSAR_1636","TA100","Negative","Train"
"gmtamesQSAR_1640","TA100","Positive","Train"
"gmtamesQSAR_1641","TA100","Negative","Train"
"gmtamesQSAR_1644","TA100","Negative","Train"
"gmtamesQSAR_1646","TA100","Negative","Train"
"gmtamesQSAR_1650","TA100","Negative","Train"
"gmtamesQSAR_1651","TA100","Negative","Train"
"gmtamesQSAR_1652","TA100","Negative","Train"
"gmtamesQSAR_1653","TA100","Negative","Train"
"gmtamesQSAR_1655","TA100","Negative","Train"
"gmtamesQSAR_1656","TA100","Negative","Train"
"gmtamesQSAR_1657","TA100","Negative","Train"
"gmtamesQSAR_1659","TA100","Negative","Train"
"gmtamesQSAR_1660","TA100","Positive","Train"
"gmtamesQSAR_1662","TA100","Negative","Train"
"gmtamesQSAR_1664","TA100","Negative","Train"
"gmtamesQSAR_1665","TA100","Negative","Train"
"gmtamesQSAR_1666","TA100","Negative","Train"
"gmtamesQSAR_1667","TA100","Negative","Train"
"gmtamesQSAR_1668","TA100","Negative","Train"
"gmtamesQSAR_1669","TA100","Positive","Train"
"gmtamesQSAR_1670","TA100","Positive","Train"
"gmtamesQSAR_1671","TA100","Negative","Train"
"gmtamesQSAR_1672","TA100","Negative","Train"
"gmtamesQSAR_1673","TA100","Positive","Train"
"gmtamesQSAR_1675","TA100","Negative","Train"
"gmtamesQSAR_1677","TA100","Negative","Train"
"gmtamesQSAR_1678","TA100","Negative","Train"
"gmtamesQSAR_1679","TA100","Negative","Train"
"gmtamesQSAR_1681","TA100","Negative","Train"
"gmtamesQSAR_1682","TA100","Negative","Train"
"gmtamesQSAR_1685","TA100","Positive","Train"
"gmtamesQSAR_1688","TA100","Negative","Train"
"gmtamesQSAR_1689","TA100","Negative","Train"
"gmtamesQSAR_1690","TA100","Positive","Train"
"gmtamesQSAR_1692","TA100","Negative","Train"
"gmtamesQSAR_1694","TA100","Negative","Train"
"gmtamesQSAR_1695","TA100","Negative","Train"
"gmtamesQSAR_1696","TA100","Negative","Train"
"gmtamesQSAR_1698","TA100","Positive","Train"
"gmtamesQSAR_1701","TA100","Positive","Train"
"gmtamesQSAR_1702","TA100","Negative","Train"
